Source,Target,Weight,Journal
"Upward, Allen",M. E. A.,2,marsden-edges
"Upward, Allen","West, Rebecca",2,marsden-edges
"Upward, Allen","Swartz, Clarence Lee",2,marsden-edges
"Upward, Allen","Gregg, Frances",2,marsden-edges
"Upward, Allen","Mowrer, Edgar A.",3,marsden-edges
"Upward, Allen",K'ung the Master,3,marsden-edges
"Upward, Allen","Joyce, James",5,marsden-edges
"Upward, Allen","Ciolkowska, Muriel",3,marsden-edges
"Upward, Allen","Hall, Bolton",2,marsden-edges
"Upward, Allen","Segonzac, André Dunoyer de",2,marsden-edges
"Upward, Allen",H. S. C.,3,marsden-edges
"Upward, Allen","Flint, F. S.",2,marsden-edges
"Upward, Allen",F. R. A. I.,2,marsden-edges
Herrmann Karl Georg Jesus Maria,Auceps,2,marsden-edges
Herrmann Karl Georg Jesus Maria,"Joyce, James",2,marsden-edges
Herrmann Karl Georg Jesus Maria,"Ed. of ""The Egoist""",2,marsden-edges
Herrmann Karl Georg Jesus Maria,"Teulon Porter, Noel",2,marsden-edges
Herrmann Karl Georg Jesus Maria,"Pound, Ezra",2,marsden-edges
Herrmann Karl Georg Jesus Maria,"Aldington, Richard",2,marsden-edges
"Randolph, Mary","Norman, C. H.",2,marsden-edges
"Randolph, Mary","Low, B.",2,marsden-edges
"Randolph, Mary","Ed. of ""The Freewoman""",2,marsden-edges
"Randolph, Mary","Skovgaard-Pedersen, Amy",2,marsden-edges
"Randolph, Mary","Randolph, Stanley",2,marsden-edges
E. H. W.,D. M.,2,marsden-edges
E. H. W.,"Joyce, James",2,marsden-edges
E. H. W.,"Ciolkowska, Muriel",3,marsden-edges
E. H. W.,"Ed. of ""The Egoist""",2,marsden-edges
E. H. W.,"Groff, Alice",2,marsden-edges
E. H. W.,"Aldington, Richard",3,marsden-edges
E. H. W.,"Cournos, John",2,marsden-edges
E. H. W.,"Carter, Huntly",3,marsden-edges
E. H. W.,"Marsden, Dora",3,marsden-edges
E. H. W.,F. T. S.,2,marsden-edges
E. H. W.,"Pound, Ezra",2,marsden-edges
E. H. W.,"Altenberg, Peter",3,marsden-edges
"Tiens Ferme""","Carter, Huntly",2,marsden-edges
"Tiens Ferme""","Kauffman, Reginald Wright",2,marsden-edges
"Tiens Ferme""","Sartoris, C.",2,marsden-edges
"Tiens Ferme""","Tucker, Benjamin R.",3,marsden-edges
"Tiens Ferme""",F. R. A. I.,2,marsden-edges
"Tiens Ferme""","Ed. of ""The New Freewoman""",3,marsden-edges
"Tiens Ferme""","West, Rebecca",4,marsden-edges
"Pound, Ezra","Meulen, Henry",2,marsden-edges
"Pound, Ezra","Milosz, O. W.",2,marsden-edges
"Pound, Ezra","Pender, R. Herdman",2,marsden-edges
"Pound, Ezra","Ciolkowska, Muriel",32,marsden-edges
"Pound, Ezra","Tucker, Benjamin R.",5,marsden-edges
"Pound, Ezra","Sinclair, May",2,marsden-edges
"Pound, Ezra","De Bosschère, Jean",4,marsden-edges
"Pound, Ezra","Sologub, Feodor",4,marsden-edges
"Pound, Ezra",H. S. W.,4,marsden-edges
"Pound, Ezra","Aldington, Richard",31,marsden-edges
"Pound, Ezra",J.,2,marsden-edges
"Pound, Ezra","Hall, Bolton",2,marsden-edges
"Pound, Ezra",M. E. A.,2,marsden-edges
"Pound, Ezra","Storer, Edward",4,marsden-edges
"Pound, Ezra","Michelson, Max",3,marsden-edges
"Pound, Ezra","Fontenelle, Bernard le Bovier de",12,marsden-edges
"Pound, Ezra","Teulon Porter, Noel",2,marsden-edges
"Pound, Ezra",F. R. A. I.,2,marsden-edges
"Pound, Ezra","Joyce, James",13,marsden-edges
"Pound, Ezra","Henry, Leigh",13,marsden-edges
"Pound, Ezra","Harpur, Caldwell",3,marsden-edges
"Pound, Ezra","Altenberg, Peter",2,marsden-edges
"Pound, Ezra","Goldring, Douglas",3,marsden-edges
"Pound, Ezra",M. C.,4,marsden-edges
"Pound, Ezra","Cournos, John",11,marsden-edges
"Pound, Ezra","Montagu-Nathan, M.",3,marsden-edges
"Pound, Ezra","von Helmholtz, Bastien",2,marsden-edges
"Pound, Ezra","Marsden, Dora",25,marsden-edges
"Pound, Ezra",F. T. S.,4,marsden-edges
"Pound, Ezra","Lawrence, D. H.",3,marsden-edges
"Pound, Ezra",H. S. C.,3,marsden-edges
"Pound, Ezra","Randall, Alec W. G.",3,marsden-edges
"Pound, Ezra","Ed. of ""The New Freewoman""",6,marsden-edges
"Pound, Ezra","Lowell, Amy",3,marsden-edges
"Pound, Ezra","Mowrer, Edgar A.",4,marsden-edges
"Pound, Ezra","Boyd, Ernest A.",2,marsden-edges
"Pound, Ezra",M. de V.-M.,3,marsden-edges
"Pound, Ezra","Kauffman, Reginald Wright",2,marsden-edges
"Pound, Ezra","Williams, William Carlos",8,marsden-edges
"Pound, Ezra",D. M.,6,marsden-edges
"Pound, Ezra","West, Rebecca",2,marsden-edges
"Pound, Ezra",Auceps,2,marsden-edges
"Pound, Ezra","Moore, Marianne",6,marsden-edges
"Pound, Ezra","Jameson, Margaret Storm",3,marsden-edges
"Pound, Ezra","McClure, Jack",2,marsden-edges
"Pound, Ezra","Ed. of ""The Egoist""",9,marsden-edges
"Pound, Ezra","Groff, Alice",7,marsden-edges
"Pound, Ezra","Holley, Horace",3,marsden-edges
"Pound, Ezra",Saint Fiacre,7,marsden-edges
"Pound, Ezra","von Helmholtz, Baptiste",3,marsden-edges
"Pound, Ezra","Carter, Huntly",22,marsden-edges
"Pound, Ezra","Rodker, John",3,marsden-edges
"Pound, Ezra","Lewis, Wyndham",20,marsden-edges
"Pound, Ezra","Kerr, R. B.",7,marsden-edges
"Pound, Ezra","Sartoris, C.",8,marsden-edges
"Pound, Ezra","Gaudier-Brzeska, Henri",3,marsden-edges
"Pound, Ezra","Barry, Iris",2,marsden-edges
"Pound, Ezra","Durak, B.",2,marsden-edges
"Pound, Ezra","Swartz, Clarence Lee",3,marsden-edges
"Pound, Ezra","Read, Herbert",3,marsden-edges
"Pound, Ezra","Eliot, T. S.",8,marsden-edges
"Pound, Ezra",K'ung the Master,4,marsden-edges
"Pound, Ezra",R. R. W.,5,marsden-edges
"Pound, Ezra","Pulley, Honor M.",2,marsden-edges
"Pound, Ezra","Jameson, Storm",3,marsden-edges
"Pound, Ezra",H. D.,12,marsden-edges
"Pound, Ezra","Symons, Arthur",4,marsden-edges
"Pound, Ezra","Fletcher, John Gould",6,marsden-edges
"Pound, Ezra","Beauduin, Nicholas",2,marsden-edges
"Pound, Ezra","Noguchi, Yone",6,marsden-edges
"Pound, Ezra","Dobrée, B.",3,marsden-edges
"Pound, Ezra","Glaenzer, Richard Butler",3,marsden-edges
"Pound, Ezra","Byington, Steven T.",6,marsden-edges
"Pound, Ezra","Flint, F. S.",6,marsden-edges
"Barry, Iris","Noguchi, Yone",2,marsden-edges
"Barry, Iris","Marsden, Dora",2,marsden-edges
"Barry, Iris","Symons, Arthur",2,marsden-edges
"Barry, Iris","Michelson, Max",2,marsden-edges
"Barry, Iris","Lewis, Wyndham",2,marsden-edges
"Barry, Iris","Ciolkowska, Muriel",3,marsden-edges
"Barry, Iris",J.,2,marsden-edges
"Barry, Iris","Eliot, T. S.",3,marsden-edges
"Richardson, Dorothy M.","Norman, C. H.",2,marsden-edges
"Richardson, Dorothy M.","Macdonald, W. A.",2,marsden-edges
"Richardson, Dorothy M.","D'Auvergne, Edmund B.",2,marsden-edges
"Richardson, Dorothy M.","Macdonald, Helen M.",2,marsden-edges
"Richardson, Dorothy M.","Ed. of ""The Freewoman""",2,marsden-edges
"Richardson, Dorothy M.","West, Rebecca",2,marsden-edges
"Kerr, R. B.",M. de V.-M.,2,marsden-edges
"Kerr, R. B.","Williams, William Carlos",2,marsden-edges
"Kerr, R. B.",F. T. S.,3,marsden-edges
"Kerr, R. B.","Ed. of ""The Egoist""",3,marsden-edges
"Kerr, R. B.","Groff, Alice",4,marsden-edges
"Kerr, R. B.",H. S. W.,2,marsden-edges
"Kerr, R. B.","Aldington, Richard",8,marsden-edges
"Kerr, R. B.","Holley, Horace",2,marsden-edges
"Kerr, R. B.",Saint Fiacre,4,marsden-edges
"Kerr, R. B.","von Helmholtz, Baptiste",2,marsden-edges
"Kerr, R. B.","Carter, Huntly",5,marsden-edges
"Kerr, R. B.","Lewis, Wyndham",2,marsden-edges
"Kerr, R. B.","Sartoris, C.",2,marsden-edges
"Kerr, R. B.","Gaudier-Brzeska, Henri",2,marsden-edges
"Kerr, R. B.","Joyce, James",6,marsden-edges
"Kerr, R. B.","Henry, Leigh",4,marsden-edges
"Kerr, R. B.",R. R. W.,2,marsden-edges
"Kerr, R. B.","Harpur, Caldwell",3,marsden-edges
"Kerr, R. B.","Ciolkowska, Muriel",4,marsden-edges
"Kerr, R. B.","Jameson, Storm",2,marsden-edges
"Kerr, R. B.","Cournos, John",3,marsden-edges
"Kerr, R. B.","von Helmholtz, Bastien",2,marsden-edges
"Kerr, R. B.","Marsden, Dora",3,marsden-edges
"Kerr, R. B.","Byington, Steven T.",3,marsden-edges
"Kerr, R. B.","Flint, F. S.",2,marsden-edges
"Lewis, Wyndham","Williams, William Carlos",5,marsden-edges
"Lewis, Wyndham","Michelson, Max",3,marsden-edges
"Lewis, Wyndham","Dobrée, B.",2,marsden-edges
"Lewis, Wyndham","Moore, Marianne",4,marsden-edges
"Lewis, Wyndham","Jameson, Margaret Storm",3,marsden-edges
"Lewis, Wyndham","Pender, R. Herdman",2,marsden-edges
"Lewis, Wyndham","Ed. of ""The Egoist""",4,marsden-edges
"Lewis, Wyndham","De Bosschère, Jean",3,marsden-edges
"Lewis, Wyndham","Sologub, Feodor",4,marsden-edges
"Lewis, Wyndham",H. S. W.,2,marsden-edges
"Lewis, Wyndham","Aldington, Richard",16,marsden-edges
"Lewis, Wyndham",Saint Fiacre,2,marsden-edges
"Lewis, Wyndham","Carter, Huntly",7,marsden-edges
"Lewis, Wyndham","Flint, F. S.",4,marsden-edges
"Lewis, Wyndham","Durak, B.",2,marsden-edges
"Lewis, Wyndham","Ciolkowska, Muriel",21,marsden-edges
"Lewis, Wyndham","Eliot, T. S.",4,marsden-edges
"Lewis, Wyndham","Joyce, James",2,marsden-edges
"Lewis, Wyndham",R. R. W.,2,marsden-edges
"Lewis, Wyndham","Henry, Leigh",6,marsden-edges
"Lewis, Wyndham","Fletcher, John Gould",3,marsden-edges
"Lewis, Wyndham","Milosz, O. W.",2,marsden-edges
"Lewis, Wyndham","Pulley, Honor M.",2,marsden-edges
"Lewis, Wyndham","Cournos, John",8,marsden-edges
"Lewis, Wyndham","Montagu-Nathan, M.",2,marsden-edges
"Lewis, Wyndham","Marsden, Dora",14,marsden-edges
"Lewis, Wyndham",H. D.,13,marsden-edges
"Lewis, Wyndham","Symons, Arthur",3,marsden-edges
"Lewis, Wyndham","Noguchi, Yone",5,marsden-edges
"Lewis, Wyndham","Lawrence, D. H.",2,marsden-edges
"Lewis, Wyndham","Glaenzer, Richard Butler",2,marsden-edges
"Lewis, Wyndham","Randall, Alec W. G.",3,marsden-edges
"Lewis, Wyndham","Fontenelle, Bernard le Bovier de",12,marsden-edges
"Ciolkowska, Muriel","Meulen, Henry",2,marsden-edges
"Ciolkowska, Muriel","Grierson, Francis",2,marsden-edges
"Ciolkowska, Muriel","Milosz, O. W.",2,marsden-edges
"Ciolkowska, Muriel","Bodenheim, Maxwell",2,marsden-edges
"Ciolkowska, Muriel","Segonzac, André Dunoyer de",2,marsden-edges
"Ciolkowska, Muriel","Sartoris, C.",4,marsden-edges
"Ciolkowska, Muriel","Ed. of ""The Freewoman""",5,marsden-edges
"Ciolkowska, Muriel","Pender, R. Herdman",2,marsden-edges
"Ciolkowska, Muriel","De Bosschère, Jean",5,marsden-edges
"Ciolkowska, Muriel","Kitson, Arthur",3,marsden-edges
"Ciolkowska, Muriel","Sologub, Feodor",4,marsden-edges
"Ciolkowska, Muriel","Jouve, P. J.",2,marsden-edges
"Ciolkowska, Muriel","Aldington, Richard",46,marsden-edges
"Ciolkowska, Muriel",D. M.,17,marsden-edges
"Ciolkowska, Muriel","Sitwell, Sacheverell",2,marsden-edges
"Ciolkowska, Muriel",R. A.,2,marsden-edges
"Ciolkowska, Muriel","Scott, Evelyn",2,marsden-edges
"Ciolkowska, Muriel","Hoyt, Helen",2,marsden-edges
"Ciolkowska, Muriel","Low, B.",2,marsden-edges
"Ciolkowska, Muriel","Flaminio, Marco Antonio",2,marsden-edges
"Ciolkowska, Muriel","Webb, Maurice",2,marsden-edges
"Ciolkowska, Muriel","Storer, Edward",5,marsden-edges
"Ciolkowska, Muriel","Andronikoff, Natalia",2,marsden-edges
"Ciolkowska, Muriel","Lafon, André",2,marsden-edges
"Ciolkowska, Muriel","Monro, Harold",2,marsden-edges
"Ciolkowska, Muriel",Folgore da San Gemignano,2,marsden-edges
"Ciolkowska, Muriel","West, Rebecca",5,marsden-edges
"Ciolkowska, Muriel","Fontenelle, Bernard le Bovier de",12,marsden-edges
"Ciolkowska, Muriel","Weaver, Harriet Shaw",2,marsden-edges
"Ciolkowska, Muriel","Woods, R. C. Fletcher",2,marsden-edges
"Ciolkowska, Muriel","Joyce, James",22,marsden-edges
"Ciolkowska, Muriel","Henry, Leigh",15,marsden-edges
"Ciolkowska, Muriel","Harpur, Caldwell",8,marsden-edges
"Ciolkowska, Muriel","Vanderpyl, Fritz R.",2,marsden-edges
"Ciolkowska, Muriel","Goldring, Douglas",3,marsden-edges
"Ciolkowska, Muriel",M. C.,6,marsden-edges
"Ciolkowska, Muriel","Cournos, John",14,marsden-edges
"Ciolkowska, Muriel","Rouveyre, Andre",2,marsden-edges
"Ciolkowska, Muriel","Montagu-Nathan, M.",9,marsden-edges
"Ciolkowska, Muriel",H. S. W.,4,marsden-edges
"Ciolkowska, Muriel","Marriott, Ernest",2,marsden-edges
"Ciolkowska, Muriel",A Bystander,2,marsden-edges
"Ciolkowska, Muriel",F. T. S.,4,marsden-edges
"Ciolkowska, Muriel","Lawrence, D. H.",2,marsden-edges
"Ciolkowska, Muriel","Browne, F. W. Stella",4,marsden-edges
"Ciolkowska, Muriel","Symons, Arthur",6,marsden-edges
"Ciolkowska, Muriel","Lowell, Amy",2,marsden-edges
"Ciolkowska, Muriel","Cros, Guy-Charles",2,marsden-edges
"Ciolkowska, Muriel","Whitall, James",2,marsden-edges
"Ciolkowska, Muriel","Altenberg, Peter",3,marsden-edges
"Ciolkowska, Muriel","Wright, Josephine",2,marsden-edges
"Ciolkowska, Muriel","Boyd, Ernest A.",3,marsden-edges
"Ciolkowska, Muriel","Carter, Huntly",29,marsden-edges
"Ciolkowska, Muriel",R. R. W.,3,marsden-edges
"Ciolkowska, Muriel","Kauffman, Reginald Wright",2,marsden-edges
"Ciolkowska, Muriel","Michelson, Max",3,marsden-edges
"Ciolkowska, Muriel","Williams, William Carlos",9,marsden-edges
"Ciolkowska, Muriel","Noguchi, Yone",6,marsden-edges
"Ciolkowska, Muriel","Moore, Marianne",10,marsden-edges
"Ciolkowska, Muriel","Gawthorpe, Mary",2,marsden-edges
"Ciolkowska, Muriel","Jameson, Margaret Storm",4,marsden-edges
"Ciolkowska, Muriel","Fletcher, John Gould",13,marsden-edges
"Ciolkowska, Muriel","Hilton, John",2,marsden-edges
"Ciolkowska, Muriel","Ed. of ""The Egoist""",10,marsden-edges
"Ciolkowska, Muriel","Binns, Henry Bryan",3,marsden-edges
"Ciolkowska, Muriel","O'Shea, N.",2,marsden-edges
"Ciolkowska, Muriel","Byington, Steven T.",6,marsden-edges
"Ciolkowska, Muriel","Groff, Alice",8,marsden-edges
"Ciolkowska, Muriel","Holley, Horace",3,marsden-edges
"Ciolkowska, Muriel","Norman, C. H.",2,marsden-edges
"Ciolkowska, Muriel","Monroe, Harriet",2,marsden-edges
"Ciolkowska, Muriel",M. de V.-M.,2,marsden-edges
"Ciolkowska, Muriel","Flint, F. S.",7,marsden-edges
"Ciolkowska, Muriel","Randall, Alec W. G.",11,marsden-edges
"Ciolkowska, Muriel","Rodker, John",7,marsden-edges
"Ciolkowska, Muriel","Rodker, J.",2,marsden-edges
"Ciolkowska, Muriel","Sinclair, May",4,marsden-edges
"Ciolkowska, Muriel","Read, Herbert",3,marsden-edges
"Ciolkowska, Muriel","Kuehn, Herman",2,marsden-edges
"Ciolkowska, Muriel","Eliot, T. S.",13,marsden-edges
"Ciolkowska, Muriel",Saint Fiacre,4,marsden-edges
"Ciolkowska, Muriel","Lewis, Arthur D.",2,marsden-edges
"Ciolkowska, Muriel","Thomas, Louis",2,marsden-edges
"Ciolkowska, Muriel","Pulley, Honor M.",5,marsden-edges
"Ciolkowska, Muriel","Durak, B.",2,marsden-edges
"Ciolkowska, Muriel","Flecker, James Elroy",2,marsden-edges
"Ciolkowska, Muriel",J.,3,marsden-edges
"Ciolkowska, Muriel","Hall, Bolton",2,marsden-edges
"Ciolkowska, Muriel","Marsden, Dora",43,marsden-edges
"Ciolkowska, Muriel","Hamilton, Helen",2,marsden-edges
"Ciolkowska, Muriel",H. D.,14,marsden-edges
"Ciolkowska, Muriel","Beauduin, Nicholas",2,marsden-edges
"Ciolkowska, Muriel","Dobrée, B.",2,marsden-edges
"Ciolkowska, Muriel","Glaenzer, Richard Butler",5,marsden-edges
"Ciolkowska, Muriel",X,2,marsden-edges
"Ciolkowska, Muriel","Wagstaff, Blanche Shoemaker",2,marsden-edges
"Ciolkowska, Muriel","Fysher, Greevz",6,marsden-edges
"Ciolkowska, Muriel","Watson, E. M.",3,marsden-edges
"Carter, Huntly","Meulen, Henry",3,marsden-edges
"Carter, Huntly","Milosz, O. W.",2,marsden-edges
"Carter, Huntly","Macdonald, W. A.",2,marsden-edges
"Carter, Huntly",F. R. A. I.,5,marsden-edges
"Carter, Huntly","Tucker, Benjamin R.",8,marsden-edges
"Carter, Huntly","De Bosschère, Jean",2,marsden-edges
"Carter, Huntly","Hoyt, Helen",2,marsden-edges
"Carter, Huntly","Webb, Maurice",2,marsden-edges
"Carter, Huntly","Lafitte, Françoise",2,marsden-edges
"Carter, Huntly","Low, B.",3,marsden-edges
"Carter, Huntly","Marsden, Dora",25,marsden-edges
"Carter, Huntly",M. E. A.,2,marsden-edges
"Carter, Huntly","Storer, Edward",4,marsden-edges
"Carter, Huntly",Folgore da San Gemignano,2,marsden-edges
"Carter, Huntly","West, Rebecca",10,marsden-edges
"Carter, Huntly","Fontenelle, Bernard le Bovier de",3,marsden-edges
"Carter, Huntly","Gregg, Frances",2,marsden-edges
"Carter, Huntly","Ed. of ""The Freewoman""",5,marsden-edges
"Carter, Huntly","Norman, C. H.",2,marsden-edges
"Carter, Huntly","Joyce, James",19,marsden-edges
"Carter, Huntly","Macdonald, Helen M.",2,marsden-edges
"Carter, Huntly","Teulon Porter, Noel",2,marsden-edges
"Carter, Huntly","Harpur, Caldwell",7,marsden-edges
"Carter, Huntly","McClure, Jack",2,marsden-edges
"Carter, Huntly","Altenberg, Peter",3,marsden-edges
"Carter, Huntly","Goldring, Douglas",3,marsden-edges
"Carter, Huntly",M. C.,6,marsden-edges
"Carter, Huntly","Cournos, John",6,marsden-edges
"Carter, Huntly","Rouveyre, Andre",2,marsden-edges
"Carter, Huntly","Montagu-Nathan, M.",4,marsden-edges
"Carter, Huntly","von Helmholtz, Bastien",4,marsden-edges
"Carter, Huntly",H. S. W.,3,marsden-edges
"Carter, Huntly",H. S. C.,4,marsden-edges
"Carter, Huntly",M. de V.-M.,3,marsden-edges
"Carter, Huntly",F. T. S.,5,marsden-edges
"Carter, Huntly",R. R. W.,4,marsden-edges
"Carter, Huntly","Lewis, Arthur D.",2,marsden-edges
"Carter, Huntly","Ed. of ""The New Freewoman""",8,marsden-edges
"Carter, Huntly","Lowell, Amy",3,marsden-edges
"Carter, Huntly","Holmes, Mary",2,marsden-edges
"Carter, Huntly","Kauffman, Reginald Wright",4,marsden-edges
"Carter, Huntly","Williams, William Carlos",4,marsden-edges
"Carter, Huntly",D. M.,11,marsden-edges
"Carter, Huntly","Noguchi, Yone",2,marsden-edges
"Carter, Huntly",Auceps,2,marsden-edges
"Carter, Huntly","Moore, Marianne",2,marsden-edges
"Carter, Huntly","Gawthorpe, Mary",3,marsden-edges
"Carter, Huntly","Ed. of ""The Egoist""",13,marsden-edges
"Carter, Huntly","Groff, Alice",9,marsden-edges
"Carter, Huntly","Browne, F. W. Stella",2,marsden-edges
"Carter, Huntly","Prewett, Frances",2,marsden-edges
"Carter, Huntly","Byington, Steven T.",6,marsden-edges
"Carter, Huntly","Holley, Horace",4,marsden-edges
"Carter, Huntly",Saint Fiacre,6,marsden-edges
"Carter, Huntly","Monroe, Harriet",2,marsden-edges
"Carter, Huntly","Aldington, Richard",33,marsden-edges
"Carter, Huntly","von Helmholtz, Baptiste",3,marsden-edges
"Carter, Huntly","Flint, F. S.",5,marsden-edges
"Carter, Huntly","Rodker, John",6,marsden-edges
"Carter, Huntly","Rodker, J.",2,marsden-edges
"Carter, Huntly","Sartoris, C.",9,marsden-edges
"Carter, Huntly","Hatfield, H. Stafford",2,marsden-edges
"Carter, Huntly","Gaudier-Brzeska, Henri",3,marsden-edges
"Carter, Huntly","Randall, Alec W. G.",4,marsden-edges
"Carter, Huntly","Swartz, Clarence Lee",2,marsden-edges
"Carter, Huntly","Theobald, Margaret",2,marsden-edges
"Carter, Huntly","Eliot, T. S.",5,marsden-edges
"Carter, Huntly","Mowrer, Edgar A.",3,marsden-edges
"Carter, Huntly",K'ung the Master,2,marsden-edges
"Carter, Huntly",E. P.,2,marsden-edges
"Carter, Huntly","Jameson, Storm",3,marsden-edges
"Carter, Huntly","Blount, Godfrey (B.A.)",3,marsden-edges
"Carter, Huntly","Hall, Bolton",3,marsden-edges
"Carter, Huntly","Henry, Leigh",7,marsden-edges
"Carter, Huntly",H. D.,3,marsden-edges
"Carter, Huntly","Symons, Arthur",2,marsden-edges
"Carter, Huntly","Fletcher, John Gould",6,marsden-edges
"Carter, Huntly","Glaenzer, Richard Butler",3,marsden-edges
"Carter, Huntly","D'Auvergne, Edmund B.",2,marsden-edges
"Carter, Huntly",B. L.,2,marsden-edges
"Carter, Huntly","Boyd, Ernest A.",2,marsden-edges
"Carter, Huntly","Fysher, Greevz",3,marsden-edges
"Carter, Huntly","Herrin, Edwin",2,marsden-edges
"Carter, Huntly","Watson, E. M.",2,marsden-edges
"von Helmholtz, Baptiste","Joyce, James",3,marsden-edges
"von Helmholtz, Baptiste","Henry, Leigh",2,marsden-edges
"von Helmholtz, Baptiste","Groff, Alice",2,marsden-edges
"von Helmholtz, Baptiste","Jameson, Storm",2,marsden-edges
"von Helmholtz, Baptiste","Aldington, Richard",3,marsden-edges
"von Helmholtz, Baptiste","von Helmholtz, Bastien",2,marsden-edges
"Monroe, Harriet","Marsden, Dora",2,marsden-edges
"Monroe, Harriet","Rodker, John",2,marsden-edges
"Monroe, Harriet","Boyd, Ernest A.",2,marsden-edges
"Monroe, Harriet","Eliot, T. S.",2,marsden-edges
"Jones, Gladys","Rubinstein, H. F.",2,marsden-edges
"Jones, Gladys","West, Rebecca",2,marsden-edges
"Jones, Gladys","Ed. of ""The Freewoman""",4,marsden-edges
"Jones, Gladys","Weston, Selwyn",2,marsden-edges
"Jones, Gladys","Macdonald, Helen M.",2,marsden-edges
"Jones, Gladys","Brace, Jennie C.",2,marsden-edges
"Jones, Gladys","Foss, William",2,marsden-edges
"Jones, Gladys",B. L.,3,marsden-edges
Saint Fiacre,"Kauffman, Reginald Wright",2,marsden-edges
Saint Fiacre,D. M.,3,marsden-edges
Saint Fiacre,"Groff, Alice",2,marsden-edges
Saint Fiacre,H. S. W.,2,marsden-edges
Saint Fiacre,"Aldington, Richard",10,marsden-edges
Saint Fiacre,"Holley, Horace",3,marsden-edges
Saint Fiacre,"Flint, F. S.",2,marsden-edges
Saint Fiacre,"Gaudier-Brzeska, Henri",2,marsden-edges
Saint Fiacre,"Henry, Nancy",2,marsden-edges
Saint Fiacre,"Joyce, James",10,marsden-edges
Saint Fiacre,"Henry, Leigh",7,marsden-edges
Saint Fiacre,"Fletcher, John Gould",2,marsden-edges
Saint Fiacre,C. S. H.,2,marsden-edges
Saint Fiacre,R. R. W.,6,marsden-edges
Saint Fiacre,"Harpur, Caldwell",5,marsden-edges
Saint Fiacre,"Jameson, Storm",2,marsden-edges
Saint Fiacre,"von Helmholtz, Bastien",2,marsden-edges
Saint Fiacre,"Ed. of ""The Egoist""",7,marsden-edges
Saint Fiacre,"Segonzac, André Dunoyer de",2,marsden-edges
Saint Fiacre,"Marsden, Dora",3,marsden-edges
Saint Fiacre,H. S. C.,3,marsden-edges
Saint Fiacre,F. T. S.,3,marsden-edges
Saint Fiacre,M. de V.-M.,5,marsden-edges
Saint Fiacre,"Byington, Steven T.",2,marsden-edges
Saint Fiacre,"Defries, Amelia",3,marsden-edges
Saint Fiacre,"Mowrer, Edgar A.",2,marsden-edges
"Holley, Horace","Grierson, Francis",2,marsden-edges
"Holley, Horace","West, Rebecca",4,marsden-edges
"Holley, Horace","Ed. of ""The Freewoman""",2,marsden-edges
"Holley, Horace","Ed. of ""The Egoist""",2,marsden-edges
"Holley, Horace","Tucker, Benjamin R.",3,marsden-edges
"Holley, Horace","Groff, Alice",3,marsden-edges
"Holley, Horace","Aldington, Richard",4,marsden-edges
"Holley, Horace","Flint, F. S.",2,marsden-edges
"Holley, Horace","Sartoris, C.",2,marsden-edges
"Holley, Horace","Henry, Nancy",2,marsden-edges
"Holley, Horace","Ed. of ""The New Freewoman""",3,marsden-edges
"Holley, Horace",F. R. A. I.,3,marsden-edges
"Holley, Horace","Norman, C. H.",2,marsden-edges
"Holley, Horace","Joyce, James",3,marsden-edges
"Holley, Horace","Henry, Leigh",2,marsden-edges
"Holley, Horace","Harpur, Caldwell",2,marsden-edges
"Holley, Horace","Hall, Bolton",2,marsden-edges
"Holley, Horace",M. de V.-M.,2,marsden-edges
"O'Shea, N.","Ed. of ""The Freewoman""",2,marsden-edges
"O'Shea, N.","West, Rebecca",2,marsden-edges
"O'Shea, N.","Fysher, Greevz",2,marsden-edges
"Glaenzer, Richard Butler","Aldington, Richard",3,marsden-edges
"Glaenzer, Richard Butler","Cournos, John",3,marsden-edges
"Glaenzer, Richard Butler","Marsden, Dora",4,marsden-edges
"Glaenzer, Richard Butler","Flint, F. S.",2,marsden-edges
"Glaenzer, Richard Butler",H. D.,2,marsden-edges
"Glaenzer, Richard Butler","Fontenelle, Bernard le Bovier de",2,marsden-edges
"Birnstingl, Harry J.","Scott, K. D.",3,marsden-edges
"Birnstingl, Harry J.","Brodie, Mimi",2,marsden-edges
"Birnstingl, Harry J.","Gaskell, Ellen S.",2,marsden-edges
"Birnstingl, Harry J.","Ed. of ""The Freewoman""",5,marsden-edges
"Birnstingl, Harry J.","Boord, Coralie M.",3,marsden-edges
"Birnstingl, Harry J.","Norman, C. H.",3,marsden-edges
"Birnstingl, Harry J.",M. S.,2,marsden-edges
"Birnstingl, Harry J.","West, Rebecca",3,marsden-edges
"Birnstingl, Harry J.","Guthrie, Edward K.",2,marsden-edges
"Birnstingl, Harry J.","Gawthorpe, Mary",2,marsden-edges
"Birnstingl, Harry J.","Lewis, Arthur D.",2,marsden-edges
"Birnstingl, Harry J.","Haynes, E. S. P.",3,marsden-edges
"Birnstingl, Harry J.","Weston, Selwyn",2,marsden-edges
"Birnstingl, Harry J.","Aldred, Guy A.",3,marsden-edges
"Birnstingl, Harry J.","Donisthorpe, Wordsworth",2,marsden-edges
"Birnstingl, Harry J.","D'Auvergne, Edmund B.",2,marsden-edges
"Birnstingl, Harry J.","Haughton, Amy",2,marsden-edges
"Birnstingl, Harry J.",B. L.,2,marsden-edges
"Birnstingl, Harry J.","Drysdale, Charles V.",3,marsden-edges
